,19000,,,,,,Reviews,
205429255,english,2025.08.29 00:40,✅,✅,0.5291479826,2,"bring steam achievements to this game
","bring steam achievements to this game
"
205428872,english,2025.08.29 00:34,❌,❌,0.5058823824,1,Crashes. Can't even change settings without crashing.,Crashes. Can't even change settings without crashing.
205365190,spanish,2025.08.28 06:07,❌,✅,0.5,0,"La verdad muy malo, una poronga el juego me cague de embole, esta re mal hecho, todo es un bug y cuando no esta bugeado esta super bugeado. Los peores 3 dolares q inverti en mi vida, prefiero comprar un pancho en lomas de zamora y tener cagadera una semana y media",
205361824,english,2025.08.28 04:53,❌,❌,0.5,0,i actually reallyt like this game,i actually reallyt like this game
205357434,italian,2025.08.28 03:22,❌,✅,0.5,0,non scaricatelo il gioco crasha dopo l'inizio e non si può usare il controller.,
205348110,brazilian,2025.08.28 00:41,✅,✅,0.5,0,Puta jogo bugado,
205269396,brazilian,2025.08.27 01:38,✅,✅,0.5419847369,2,Esta bosta crasha mais que fallout new vegas vanilla,
205261225,spanish,2025.08.26 23:32,✅,✅,0.5,0,"muy buenoooo
",
205214151,english,2025.08.26 08:16,❌,✅,0.6000387669,7,"It really does constantly crash, making it virtually unplayable, if not completely. Buyer beware, a patch or something is definitely needed.","It really does constantly crash, making it virtually unplayable, if not completely. Buyer beware, a patch or something is definitely needed."
205213819,english,2025.08.26 08:07,✅,❌,0.472440958,0,"A Silent Hill game without TEAM SILENT is not a Silent Hill game...
but
Game is good, But...
i have had my game crash MANY MANY times. its not my computer due to its preformance. i am only a hour in. i cant get past the playground area and before then without it crashing:/ Konami fix your game, and steam fix your hardware. all of this is on my youtube (Zump) and you can find it on the live stream. i dont know if i can finish my lets play, stop worrying about silent hill f for a minute to fix this issue..
 
","A Silent Hill game without TEAM SILENT is not a Silent Hill game...
but
Game is good, But...
i have had my game crash MANY MANY times. its not my computer due to its preformance. i am only a hour in. i cant get past the playground area and before then without it crashing:/ Konami fix your game, and steam fix your hardware. all of this is on my youtube (Zump) and you can find it on the live stream. i dont know if i can finish my lets play, stop worrying about silent hill f for a minute to fix this issue..
 
"
205137335,english,2025.08.25 06:12,✅,✅,0.763691783,36,Excellent crash simulator.,Excellent crash simulator.
205134912,english,2025.08.25 05:17,❌,❌,0.5489214659,5,Crashes too much to play...,Crashes too much to play...
205125666,english,2025.08.25 01:53,✅,✅,0.430501312,7,"It's almost 2026. Silent Hill 2 Remake is out. Silent Hill f is out. And Homecoming, despite all its big issues and flaws, is still the best Silent Hill game available on Steam. lmao
We desperately need *at least* the original, unaltered, first 4 games on Steam.","It's almost 2026. Silent Hill 2 Remake is out. Silent Hill f is out. And Homecoming, despite all its big issues and flaws, is still the best Silent Hill game available on Steam. lmao
We desperately need *at least* the original, unaltered, first 4 games on Steam."
205119347,brazilian,2025.08.25 00:01,❌,✅,0.5,0,O jogo tem travado e saindo automaticamente quando completo uma determinada fase.,
205118427,russian,2025.08.24 23:46,✅,❌,0.5125786066,1,"Помню, как ещё в детстве играл в эту игру на диске(кстати диск у меня до сих пор сохранился) и мне всегда было страшно в неё играть, да и чего скрывать мне и сейчас не по себе от этой игры",
205049399,english,2025.08.23 22:58,❌,❌,0.4379022717,4,"Konami fix your fucking game, the story is okay but the controls are hell + constant crashes","Konami fix your fucking game, the story is okay but the controls are hell + constant crashes"
205046565,latam,2025.08.23 22:13,✅,✅,0.5238095522,1,alguien me puede decir porque cuando pongo este juego solo se pone la pantalla obscura y ya no puedo hacer nada,
205017162,english,2025.08.23 13:55,❌,✅,0.5384823084,6,Alt+tab hate to see you coming,Alt+tab hate to see you coming
205006471,brazilian,2025.08.23 09:15,❌,❌,0.5,0,"Jogo totalmente bugado, resolução da tela quando alterada fica tudo preto e não tem como voltar só deletando o jogo e reinstalando. Controles ruins, para jogar com joypad precisa de um monte de gambiarra. Passa longe desse.",
204955453,english,2025.08.22 19:48,✅,❌,0.5283312201,3,"yeah
","yeah
"
204912750,english,2025.08.22 03:59,❌,✅,0.592705965,7,"the hills been real silent since this dropped. No seriously, everyone left, because SH 2 remake dropped, we're getting Silent Hill F soon, wait 3 more days, don't play this sloptimized experience.","the hills been real silent since this dropped. No seriously, everyone left, because SH 2 remake dropped, we're getting Silent Hill F soon, wait 3 more days, don't play this sloptimized experience."
204907633,spanish,2025.08.22 02:13,❌,✅,0.584905684,7,"Tengo una RX 6600 de 8gb y aún así el juego me va a 20fps XDDDDDDD
Que lástima no poder reembolsarlo, sinó lo haría.",
204892317,brazilian,2025.08.21 22:23,❌,❌,0.5,0,"trava mt e o jogo fecha sozinho, o jogo em si é mt bom, mas pela steam n vale a pena nem por 5 reais.",
204891971,english,2025.08.21 22:19,❌,❌,0.5391989946,4,Should honestly be taken down. Unplayable just emulate it.,Should honestly be taken down. Unplayable just emulate it.
204836566,brazilian,2025.08.21 07:37,❌,❌,0.5,0,"mãe de quem criou e minha 
",
204834183,english,2025.08.21 06:50,✅,✅,0.5623402596,5,Great classic game! just difficult to play with controller,Great classic game! just difficult to play with controller
204832316,english,2025.08.21 06:14,✅,❌,0.5312289,2,"I've previously played through this when it came out and a little bit a few years back. This port is pretty broken and doesn't seem to work without a lot of fixes, so personally if you're fine with tweaking your pc games I say go for it and pick this up when it's cheap. MSRP being 40$ this game isn't worth it, and Konami should adjust a lot of their backlogs of games in general to better reflect the games quality and age.

This isn't a terrible silent hill game but it is not the best, that would go to that horrible book of memories vita exclusive game (horrible dungeon crawler) or even perhaps shattered memories (good ambience and puzzles, but awful gameplay in the action segments.)

Combat is kinda bunk but not too awful, but the game shines mostly for it's story, enemies, and areas. In SH: Homecoming you explore that upper right area of Silent Hill, right above the town center itself, Shepherds Glen.
You go into the game as Alex searching for his brother and come across a lot of interesting characters going through their own crazy shit. Each otherworld area feels like you're intruding into someone elses nightmare, and it's pretty entertaining, and thankfully mostly everybody here is awake and seeing what you're seeing, which I don't think has been a huge thing in past Silent Hill games. SH2 had characters going through similar areas but everyone saw their surroundings and monsters completely differently.

Anyway, my memory is still a bit foggy about this game but at least it's not awful, and it is fully playable and on PC give or take. I wish more Silent Hill games were available on Steam. Like I said it's not terrible but it's definitely not SH: 1-4 in terms of quality. I would honestly recommend getting SH4: The Room off of GoG as that is my favorite SH and actually most accessible on PC (working right out of the box) besides the newest remake of SH2.","I've previously played through this when it came out and a little bit a few years back. This port is pretty broken and doesn't seem to work without a lot of fixes, so personally if you're fine with tweaking your pc games I say go for it and pick this up when it's cheap. MSRP being 40$ this game isn't worth it, and Konami should adjust a lot of their backlogs of games in general to better reflect the games quality and age.

This isn't a terrible silent hill game but it is not the best, that would go to that horrible book of memories vita exclusive game (horrible dungeon crawler) or even perhaps shattered memories (good ambience and puzzles, but awful gameplay in the action segments.)

Combat is kinda bunk but not too awful, but the game shines mostly for it's story, enemies, and areas. In SH: Homecoming you explore that upper right area of Silent Hill, right above the town center itself, Shepherds Glen.
You go into the game as Alex searching for his brother and come across a lot of interesting characters going through their own crazy shit. Each otherworld area feels like you're intruding into someone elses nightmare, and it's pretty entertaining, and thankfully mostly everybody here is awake and seeing what you're seeing, which I don't think has been a huge thing in past Silent Hill games. SH2 had characters going through similar areas but everyone saw their surroundings and monsters completely differently.

Anyway, my memory is still a bit foggy about this game but at least it's not awful, and it is fully playable and on PC give or take. I wish more Silent Hill games were available on Steam. Like I said it's not terrible but it's definitely not SH: 1-4 in terms of quality. I would honestly recommend getting SH4: The Room off of GoG as that is my favorite SH and actually most accessible on PC (working right out of the box) besides the newest remake of SH2."
204826666,english,2025.08.21 04:19,❌,✅,0.5827170014,13,"This game blows ass. It was put on steam, but needs a patch from a 3rd party to run properly. The story is worse than most of the other silent hill stories and the combat is inconsistent. Only buy if you refuse to emulate the games and want to play something other than silent hill 2 remake and silent hill 4 or if you REALLY want to play every single silent hill game.","This game blows ass. It was put on steam, but needs a patch from a 3rd party to run properly. The story is worse than most of the other silent hill stories and the combat is inconsistent. Only buy if you refuse to emulate the games and want to play something other than silent hill 2 remake and silent hill 4 or if you REALLY want to play every single silent hill game."
204825298,brazilian,2025.08.21 03:52,❌,❌,0.5,0,"Horrível, não vale a pena, comprei na promoção por 6 reais, mas nem vale a pena... controles horríveis, gameplay travada, bugs, não tem opção de pular cutcene, não tem auto save...controle e modo de atk/batalha péssimo...Aguentei até onde consegui...mas quando estava no boss fight, só por ter minimizado o jogo, o jogo fecha sozinho... NÃO RECOMENDO!",
204748899,english,2025.08.20 07:36,✅,✅,0.4782608747,0,"Wow can't believe this was the last original Silent Hill, 17 years between games, this one was interesting because some stuff in it was inspired by how stuff looked in the movie from a few years before.","Wow can't believe this was the last original Silent Hill, 17 years between games, this one was interesting because some stuff in it was inspired by how stuff looked in the movie from a few years before."
204735469,brazilian,2025.08.20 03:11,✅,✅,0.5238095522,1,"the only bad part is the bad port, sometimes it lags a lot, but it's a very good game, it brings properly the original silent hill vibe to modern controls",
204617274,german,2025.08.18 17:21,❌,❌,0.5,0,bugged unplayable,
204608211,french,2025.08.18 13:48,❌,✅,0.5,0,"Injouable sur pc, dommage",
204532597,italian,2025.08.17 10:20,✅,❌,0.5,0,"Good game, sometimes lag and freeze but still playable.",
204524338,latam,2025.08.17 06:50,✅,❌,0.5,0,"Me gusta, aunque a medida que avanzas en el juego comienza a crashearse. Los puntos de control: es más rápido recorrer la vía láctea que llegar al próximo checkpoint. Pero el juego está bueno",
204441057,english,2025.08.16 03:23,✅,✅,0.6416007876,11,"Make sure you read community guides & tips because if your resolution is wrong, it WILL crash.
But great game none the less, have always loved Silent Hill since PS1","Make sure you read community guides & tips because if your resolution is wrong, it WILL crash.
But great game none the less, have always loved Silent Hill since PS1"
204350940,czech,2025.08.14 23:39,❌,❌,0.5,0,"Hra často padá a když díky tomu ztratíte progress docela to nasere

Update: Po delším hraní hra není tolik děsivá ale spíš akční. Místo toho abych byl posranej až za ušima to schytal můj stůl což neni to kvůli čemu jsem chtěl tuhle hru zkusit",
204322654,latam,2025.08.14 17:26,❌,❌,0.5238095522,1,"De verdad que asco con konami ,  como van a sacar un port tan mal hecho que nisiquiera los controles te agarren apropiadamente. UNA LOCURA DE VERDAD!!! una compañia multimillonaria no puede hacer un  trabajo decente que risa y si te lo preguntas. NO RECOMIENDO ESTA MI3RDA , HASTA QUE ALGÚN DÍA LO ACOMODEN.",
204278564,english,2025.08.14 03:37,❌,✅,0.5224868059,5,"They should not be selling this game. 
Crashes are constant...
Images only show 25% of the image so things like maps are unusable. 

total disgrace.   I hate feeling duped.","They should not be selling this game. 
Crashes are constant...
Images only show 25% of the image so things like maps are unusable. 

total disgrace.   I hate feeling duped."
204267140,czech,2025.08.14 00:18,❌,❌,0.5199999809,1,"mínusy-optimalizace,crashe,zbytečně dlouhé načítání,rozbitej zvuk,animace,gameplay.
plusy-atmodféra,hlavní příběhovej twist.",
204206239,spanish,2025.08.13 07:26,✅,✅,0.5652173758,3,"ta god la verdad, saquen downpour pa pc pofa gracias los amo y de paso todos los silencio gil de una pa pc",
204132928,brazilian,2025.08.12 08:57,❌,❌,0.5,0,"Eu gostei bastante da história do jogo, mas ele é extremamente bugado! Ele crasha só de abrir; precisei tentar 3 ou 5 vezes para conseguir abrir (todas as vezes que eu ia jogar). Há travadas bruscas na troca de cenário, o combate é super bugado e o áudio do jogo também é bugado. Quando enfrentei a Scarlet, demorei demais para passar porque o jogo crashava direto; o chefe bugava muito e, em uma situação, ela desapareceu do mapa, mas eu ainda podia ouvi-la. E, para piorar minha situação, resolvi jogar isso em live. Seria um bom jogo se não fosse tão bugado. Não recomendo comprar pelo valor cheio, nem por R$20. Se você quiser saber apenas sobre a história, assista a algum detonado ou compre uma chave por R$8.",
204034028,english,2025.08.10 22:41,❌,❌,0.5022124052,3,"Even though i read the reviews beforehand.

Still felt compelled to give it a chance to see if it was any good after a little tinkering.
Basically, I got the game to work and could see items after an hour of messing around. Afterwards, I tried my first run…

Got some decent progress, but then it happened—my first crash. (Autosaves work for dying.)
I’ve played enough games with poor saving mechanics, even ones without any.
But after restarting, I lost almost all my progress. I’m done trying…

IMO, practically unplayable!","Even though i read the reviews beforehand.

Still felt compelled to give it a chance to see if it was any good after a little tinkering.
Basically, I got the game to work and could see items after an hour of messing around. Afterwards, I tried my first run…

Got some decent progress, but then it happened—my first crash. (Autosaves work for dying.)
I’ve played enough games with poor saving mechanics, even ones without any.
But after restarting, I lost almost all my progress. I’m done trying…

IMO, practically unplayable!"
203980627,brazilian,2025.08.10 03:49,✅,✅,0.5,0,"adoro o estilo do jogo, gostei da camera e do estilo do combate.. porem os bugs sao demais.. é so dar uma otimizada q ja resolvia mto, e um auto save seria de grande ajuda tbm!",
203916929,brazilian,2025.08.09 06:04,✅,❌,0.5,0,Meu jogo não abre,
203867409,english,2025.08.08 15:14,✅,✅,0.5382114649,5,i loved everything about this game it’s just a little buggy on pc but deffo worth playing if you are a big silent hill fan!,i loved everything about this game it’s just a little buggy on pc but deffo worth playing if you are a big silent hill fan!
203844065,english,2025.08.08 05:42,❌,✅,0.5,1,Doesn't work. Fitch's office crashes the game. Numerous other bugs.,Doesn't work. Fitch's office crashes the game. Numerous other bugs.
203811535,brazilian,2025.08.07 20:58,✅,❌,0.5652173758,3,"Na minha opinião, este é o Silent Hill mais fraco da linha principal. Diferente dos outros jogos da franquia, em que cada criatura tem um motivo e há uma construção sólida dos eventos até o protagonista chegar a ""Silent Hill"", aqui tudo parece apenas jogado, como uma mistura dos antecessores sem muito aprofundamento e não se passa exatamente em Silent Hill.

Na história, acompanhamos Alex Shepherd, que acorda em um hospital amarrado. Ele tem um péssimo pressentimento sobre seu irmão e parte para Shepherd’s Glen, uma cidade vizinha a Silent Hill, próxima ao lago Toluca. Lá, descobre que seu irmão e seu pai desapareceram, a cidade está estranhamente vazia, sua mãe se comporta de forma esquisita e eventos misteriosos envolvendo o culto da região começam a surgir.

O problema do jogo não é nem a época em que foi lançado, mas sim o roteiro mal escrito, que resulta em uma história arrastada e chata. O que salva são alguns aspectos da imersão (mesmo não sendo exatamente em Silent Hill, o que é outro ponto negativo), que dão aquela vontade de explorar e reforçam a sensação de sobrevivência. Ao jogar, tive a impressão de que o desenvolvimento foi conturbado e pesquisando depois, vi que realmente foi kk.

Ainda assim, pode valer a pena pegá-lo em uma promoção, por uns 5 reais, já que há alguns elementos interessantes, mesmo com todos os defeitos mencionados.",
203747142,brazilian,2025.08.07 05:00,✅,✅,0.5,0,"Tenho pouco tempo de gameplay mas já zerei a campanha fora da Steam. Vou recomendar este jogo da mesma forma que a Chiquinha elogia o Seu Madruga.

Sim, o port é zoado, tem que baixar mod externo para ficar jogável, os controles são esquisitos, o áudio é bugado, e tem as falhas técnicas típicas um jogo de quase duas décadas de idade. Não recebe e nem receberá atualizações visto que a empresa que desenvolveu o jogo deixou de existir há uma década.

Curiosamente, mesmo com tudo isso, se você conseguir fazer o jogo rodar, e encarar sem muito compromisso, o jogo até consegue ser uma experiência divertida. Virou meio que uma guilty pleasure para mim, o jogo é de fato meio cagado em muitos pontos, mas não é tedioso e nem ""injogável"" como costuma ocorrer com jogos antigos que não são bem adaptados para PC.

Recomendo apenas para quem já está acostumado com jogos ""antigos"" e já está habituado com jogos do gênero, e para quem tem paciência para buscar soluções para os bugs e falhas que podem vir a aparecer. Em desconto fica um preço mais barato que uma coxinha.
",
203740018,english,2025.08.07 02:51,❌,❌,0.6246640682,20,"Game is not too bad, but... PC port is very bad! Without community made patch this game is garbage. 

Why is it even possible to sell this kind of junk legally?","Game is not too bad, but... PC port is very bad! Without community made patch this game is garbage. 

Why is it even possible to sell this kind of junk legally?"
203738850,english,2025.08.07 02:31,✅,✅,0.5161290765,1,"I've read a lot of comments saying it's bad. I haven't played any other games of the franchise so, I don't know the lore, but I bought it from a friend's recommendation. 

It's good if you have good gaming skills towards killing and all that, it was not for me sadly... anyways, it's not THAT bad.","I've read a lot of comments saying it's bad. I haven't played any other games of the franchise so, I don't know the lore, but I bought it from a friend's recommendation. 

It's good if you have good gaming skills towards killing and all that, it was not for me sadly... anyways, it's not THAT bad."
203712700,brazilian,2025.08.06 20:36,✅,✅,0.5,1,"Game bacana q inovou a franquia com câmera em terceira pessoa e uma mecânica no combate melhorada masss meio travadas e duras...
Gráficos ótimos pra época os boss e as criaturas com design top D+ de sempre
Decepcionante o port q fizeram ao trazer pra Steam...
Por sorte meu marido baixou os patches certos e o game rodou bem...
É um game pra zerar 1x e desinstalar...
Trist",
203671837,turkish,2025.08.06 10:55,✅,✅,0.5,0,aslında oyun eski sistemlerde gayet çalışıyo benim külüstür sisteminde mükemmeldi  ardından yeni sistemime geçtikten sonra oyun 30fps e sabitlendi yeni sistemde oynayanlar için buglar falan filan tamamen oyun motorunun eskiliğinden kaynaklı yoksa kalitesi tartışılmaz biz biraz ilerdeyiz,
203651550,spanish,2025.08.06 04:48,✅,❌,0.8085780144,37,El miedo psicológico de este juego reside en los crasheos sorpresa que te da cuando no has guardado,
203651524,spanish,2025.08.06 04:48,✅,✅,0.5238095522,1,"lo viejo funciona
",
203645640,english,2025.08.06 03:00,❌,❌,0.5,1,Legit unplayable in modern days,Legit unplayable in modern days
203482597,spanish,2025.08.04 08:23,✅,✅,0.5792880654,4,"y mira papa, para jugar este juegubi le tenes que meter un parche en ruso si o si, si no tiene tres millones de bugs y esta horrible, si le clavas el parche es mas jugable y no, no estoy hablando de cuantos virus te pueden caer, si queres correr el riesgo el juego esta bueno, no tanto como entregas anteriores pero esta bueno para pasar el rato, para los que le interesa el parche se llama ""Patch3.10AIO""(no jodo esta en ruso)",
203469939,english,2025.08.04 02:31,❌,✅,0.7450840473,38,I would like to say the game is interesting but I can't because it won't stop crashing long enough for me to get anywhere. Save you $.,I would like to say the game is interesting but I can't because it won't stop crashing long enough for me to get anywhere. Save you $.
203434046,english,2025.08.03 13:18,❌,❌,0.5238095522,1,"DO NOT BUY THIS GAME
DO NOT OBTAIN THIS GAME
DO NOT DOWNLOAD, INSTALL, OR LAUNCH THIS GAME
DO NOT PLAY THIS GAME
DON'T DO IT !!!","DO NOT BUY THIS GAME
DO NOT OBTAIN THIS GAME
DO NOT DOWNLOAD, INSTALL, OR LAUNCH THIS GAME
DO NOT PLAY THIS GAME
DON'T DO IT !!!"
203421062,english,2025.08.03 05:54,✅,✅,0.6292624474,11,"Game is good, But...
i have had my game crash MANY MANY times. its not my computer due to its preformance. i am only a hour in. i cant get past the playground area and before then without it crashing:/ Konami fix your game, and steam fix your hardware. all of this is on my youtube (Zump) and you can find it on the live stream. i dont know if i can finish my lets play, stop worrying about silent hill f for a minute to fix this issue..","Game is good, But...
i have had my game crash MANY MANY times. its not my computer due to its preformance. i am only a hour in. i cant get past the playground area and before then without it crashing:/ Konami fix your game, and steam fix your hardware. all of this is on my youtube (Zump) and you can find it on the live stream. i dont know if i can finish my lets play, stop worrying about silent hill f for a minute to fix this issue.."
203410071,latam,2025.08.03 01:13,❌,✅,0.5217391253,1,"primera ves que vi como se destrozaba un juego de apoco, si tenia bugs que mientras me permitia avanzar no tenia problema, pero llegue a un punto donde empezaba a volar por el mapa mientras estaba en la niebla jajaja fue gracioso, raro y decepcionante porque te saca de onda esas cosas y creo que lo pause por lo mismo, puede que vuelva nada más como para terminar el juego y ya, pero si esta muy rotoxd",
203388028,spanish,2025.08.02 18:45,❌,✅,0.5,0,"Es frustrante que después de 30 minutos dando vueltas sin guardar la partida, va y se cierra el juego solo.",
203327936,turkish,2025.08.01 19:57,✅,✅,0.5,0,Silent Hill evreni çok ilgi çekici; insanı kendine çekiyor...,
203284654,turkish,2025.08.01 02:06,❌,❌,0.5238095522,0,"sizin yapacağınız portun ben ağzına sıçayım alt tab atıyorum oyun kapanıyor sesler tek taraftan geliyor oyundan çıkıp girince mouse'u algılamıyor bir şekilde ayarlara girip mouse seçeneğine tıklamam gerekiyor bu nasıl bir port amk ama neyse akira yamaoka <3 
GÜNCELLEME: sizin yapacağınız oyuna sokayım oyunda 3. save noktasındayım oyun çöküyor amk team silent arkanizdan umarım sövüyodur",
203259214,polish,2025.07.31 18:56,❌,❌,0.5723035932,7,"przeszedłem, ale nie obyło się bez problemów",
203219814,english,2025.07.31 04:39,❌,❌,0.4583333433,1,"Extremely frustrating puzzles and level design, even with a map and guides its a nightmare to navigate through as the game expects you to know what items you are looking for. its not worth your time","Extremely frustrating puzzles and level design, even with a map and guides its a nightmare to navigate through as the game expects you to know what items you are looking for. its not worth your time"
203178582,italian,2025.07.30 16:43,❌,❌,0.5,0,"PURTROPPO INGIOCABILE su pc anni fa provato su windows 7 ancora oggi non è cambiato nulla non capisco come konami sia riuscita a fare un porting del genere pessimo ,20 euro un furto",
203168961,english,2025.07.30 13:21,❌,❌,0.8202930093,73,Game should be taken off of Steam or listed as free. Crashes every loading screen. Forces you to download patches from 3rd party sites. Everyone who bought this should be entitled to a refund.,Game should be taken off of Steam or listed as free. Crashes every loading screen. Forces you to download patches from 3rd party sites. Everyone who bought this should be entitled to a refund.
203145346,english,2025.07.30 03:38,❌,✅,0.7786030173,66,"Played for 30 minutes and it crashed 8 times. 

Konami, wake up and fix your game. Otherwise, why are you even selling this?","Played for 30 minutes and it crashed 8 times. 

Konami, wake up and fix your game. Otherwise, why are you even selling this?"
203125141,spanish,2025.07.29 21:12,✅,✅,0.5,0,.......,
203000987,english,2025.07.27 22:56,❌,❌,0.5,0,"This game is far from being the best Silent Hill but I got enjoyment out of it on the Xbox 360 in the past. However, do not even consider buying this on Steam. The PC port is completely broken. After booting up the game and trying to adjust my settings for correct resolution it completely crashes. I understand there are fixes for this game but I couldn't be bothered with it considering the negative reviews surrounding this game even after applying fixes. Shouldn't have to fix a game myself if it cant run properly after purchase. It should be removed from the store and unfortunately like OP said its one of the only few SH games on Steam. Just emulate or get SH2 Enhanced edition. You will have a much better time.","This game is far from being the best Silent Hill but I got enjoyment out of it on the Xbox 360 in the past. However, do not even consider buying this on Steam. The PC port is completely broken. After booting up the game and trying to adjust my settings for correct resolution it completely crashes. I understand there are fixes for this game but I couldn't be bothered with it considering the negative reviews surrounding this game even after applying fixes. Shouldn't have to fix a game myself if it cant run properly after purchase. It should be removed from the store and unfortunately like OP said its one of the only few SH games on Steam. Just emulate or get SH2 Enhanced edition. You will have a much better time."
202992080,english,2025.07.27 20:15,❌,❌,0.5199999809,1,"Don't waste money or time on this """"""""""""""""""""""""""""""""""game""""""""""""""""""""""""""""""""""","Don't waste money or time on this """"""""""""""""""""""""""""""""""game"""""""""""""""""""""""""""""""""""
202903029,english,2025.07.26 12:14,✅,✅,0.5042918324,1,I've always liked this game. Not as good as the original 4. It was made by an amarican company as a stand alone game with an original story. As far as the steam version my main complaint is it doesn't support a controller. (They have community maping for controllers but I can't get any of them to truly work) also no cloud saving or cloud survices of any kind. Besides that if you dont compare the games to the originals its not bad of a game. I'd give it a 6.5/10.,I've always liked this game. Not as good as the original 4. It was made by an amarican company as a stand alone game with an original story. As far as the steam version my main complaint is it doesn't support a controller. (They have community maping for controllers but I can't get any of them to truly work) also no cloud saving or cloud survices of any kind. Besides that if you dont compare the games to the originals its not bad of a game. I'd give it a 6.5/10.
202897251,schinese,2025.07.26 09:13,❌,❌,0.5,0,游戏剧情和是否好玩我无法置评，因为这玩意确切来说是买bug送游戏，打了各路补丁也时常闪退，导致我打了这么久还没出过墓地。评价为一坨狗屎,
202884021,turkish,2025.07.26 03:07,❌,✅,0.6009476781,8,30 Fps Olması Oyuna Girer Girmez Buga Girip Mausemin Kaybolması Parlaklık Değiştirince Hiçbir Karanlık Temaya Bürünmemesi Vb Vb Pek Çok Sorun,
202877418,english,2025.07.26 00:48,❌,❌,0.5417906642,7,"as a silent hill fan, this game is kinda poo poo stinky

this is a barely functioning PC port that basically requires fan-made patches to fix. and after spending hours patching the game and setting up controller functionality and borderless window, it ended up being a pretty underwhelming experience. 

I'll probably come back and finish this some time soon (only as a silent hill fan who never beat this game before), but if ur a new fan reading this, or someone considering purchasing this game, know that this is probably the worst game to start with in the franchise imo.
go play silent hill 3 instead, thank me later :)



([b]edit:[/b] I finished it, and it was fine enough ig, but it still definitely doesn't hold a candle to the team silent games, which I highly recommend playing instead)","as a silent hill fan, this game is kinda poo poo stinky

this is a barely functioning PC port that basically requires fan-made patches to fix. and after spending hours patching the game and setting up controller functionality and borderless window, it ended up being a pretty underwhelming experience. 

I'll probably come back and finish this some time soon (only as a silent hill fan who never beat this game before), but if ur a new fan reading this, or someone considering purchasing this game, know that this is probably the worst game to start with in the franchise imo.
go play silent hill 3 instead, thank me later :)



([b]edit:[/b] I finished it, and it was fine enough ig, but it still definitely doesn't hold a candle to the team silent games, which I highly recommend playing instead)"
202864297,english,2025.07.25 20:44,❌,✅,0.5,0,Konami should have abandoned the IP after this games release.,Konami should have abandoned the IP after this games release.
202840881,english,2025.07.25 12:33,✅,❌,0.5,0,it's fine,it's fine
202790588,french,2025.07.24 18:37,❌,❌,0.5238095522,1,Hard to play between crashes and wrong inputs with controllers! I played it on PS3 and was happy to see it on steam because the game is cool but I cannot advise players to buy this PC version.,
