,246090,,,,,,Reviews,
205133752,english,2025.08.25 04:49,❌,❌,0.5,0,"It stands as the ghost of abandoned promises, floating forever in early access purgatory. Pure abandonware with bugs crawling all over it, a half baked tech demo left to rot. To say the least, double fine is definitely doubly not fine.","It stands as the ghost of abandoned promises, floating forever in early access purgatory. Pure abandonware with bugs crawling all over it, a half baked tech demo left to rot. To say the least, double fine is definitely doubly not fine."
204559041,english,2025.08.17 19:43,❌,✅,0.5,0,Bought the game early access way back when and was at first happy with my purchase. However the game was abandoned before reaching any kind of completed state. I am only leaving this review because I am surprised to see that it is still for sale.   Double Fine does not support this game in the least and left it up to the community to finish it. They should be ashamed of themselves to leave this on the store for customers to purchase without clearly labeling it as unfinished.,Bought the game early access way back when and was at first happy with my purchase. However the game was abandoned before reaching any kind of completed state. I am only leaving this review because I am surprised to see that it is still for sale.   Double Fine does not support this game in the least and left it up to the community to finish it. They should be ashamed of themselves to leave this on the store for customers to purchase without clearly labeling it as unfinished.
204220155,english,2025.08.13 12:24,❌,✅,0.5,0,"Not finished and abandoned by the developer.
I expected way better from Double Fine back in the day.

Steam should stop selling this game or put an abandoned, or some other warning on the store.","Not finished and abandoned by the developer.
I expected way better from Double Fine back in the day.

Steam should stop selling this game or put an abandoned, or some other warning on the store."
202602113,english,2025.07.21 23:03,❌,✅,0.4740406275,1,"A promising premise turned abandonware by Double Fine of all companies. 

Truly a testament to the quality of Tim Schafer as a leader, while people may celebrate the quirky studio's successes this game is a true indication of what they think of their customers. 

Where is my damn refund you thieves?","A promising premise turned abandonware by Double Fine of all companies. 

Truly a testament to the quality of Tim Schafer as a leader, while people may celebrate the quirky studio's successes this game is a true indication of what they think of their customers. 

Where is my damn refund you thieves?"
202016427,english,2025.07.13 06:21,❌,❌,0.5258620381,2,Abandoned before finished.,Abandoned before finished.
201200790,russian,2025.07.01 14:06,✅,✅,0.5,0,💋,💋
201055081,english,2025.06.30 13:33,❌,✅,0.4854368865,1,Abandonware.,Abandonware.
198513382,english,2025.05.30 05:45,❌,✅,0.5556321144,5,This game had so much potential. It was never finished. It's been almost 9 years since I bought this game and I'm still so disappointed that I'm taking the time to write this negative review.,This game had so much potential. It was never finished. It's been almost 9 years since I bought this game and I'm still so disappointed that I'm taking the time to write this negative review.
198164966,english,2025.05.26 09:59,❌,✅,0.5,1,Abandonware.,Abandonware.
197391568,english,2025.05.16 21:01,❌,❌,0.6309842467,11,Abandoned in 2015 with a fraction of promised content added and plenty of bugs left behind.,Abandoned in 2015 with a fraction of promised content added and plenty of bugs left behind.
196884403,english,2025.05.10 17:32,❌,✅,0.7200314999,21,"[h3]If you look up the definition of broken and mediocre games, this game should be front and center...[/h3]
Abandoned and gutted before its time. I got this in a bundle of Double Fine games and felt that I at least had to try it out to see if the overwhelmingly negative score was corrected, and yea, it totally deserves it.. Ironically enough, Tim Schafer has some absolute bangers in his hall of fame with Monkey Island, Psychonauts and Day of the Tentacle to name some of the most prolific, and then there are the likes of Hack N Slash and Spacebase DF-9. Sure, this is the work of Double Fine which one could argue is a whole different company from his earlier works, but still, one starts to wonder how it could go so completely sideways. 

This game is centered around building and building a spacebase (no surprise there) while gathering an oddball crew of workers to populate it and raid mysterious space hulks in the vicinity. This sounds great on paper, but the game is janky, broken and most importantly unfinished and if it were not for the great work of the community putting out patch after patch to polish it up to a decent standard this would be a complete waste of space in my library. 

[b]Conclusion:[/b]Avoid and do not bother, there are far better games out there for this price. The fact that this game is still available to buy for 10€ is a scam, in my humble opinion. Somewhere in its DNA is the glimmer of a great game that never manifested itself, and instead we get an infested scrapcode filled with the broken dreams of all those who were left behind.. 
","[h3]If you look up the definition of broken and mediocre games, this game should be front and center...[/h3]
Abandoned and gutted before its time. I got this in a bundle of Double Fine games and felt that I at least had to try it out to see if the overwhelmingly negative score was corrected, and yea, it totally deserves it.. Ironically enough, Tim Schafer has some absolute bangers in his hall of fame with Monkey Island, Psychonauts and Day of the Tentacle to name some of the most prolific, and then there are the likes of Hack N Slash and Spacebase DF-9. Sure, this is the work of Double Fine which one could argue is a whole different company from his earlier works, but still, one starts to wonder how it could go so completely sideways. 

This game is centered around building and building a spacebase (no surprise there) while gathering an oddball crew of workers to populate it and raid mysterious space hulks in the vicinity. This sounds great on paper, but the game is janky, broken and most importantly unfinished and if it were not for the great work of the community putting out patch after patch to polish it up to a decent standard this would be a complete waste of space in my library. 

[b]Conclusion:[/b]Avoid and do not bother, there are far better games out there for this price. The fact that this game is still available to buy for 10€ is a scam, in my humble opinion. Somewhere in its DNA is the glimmer of a great game that never manifested itself, and instead we get an infested scrapcode filled with the broken dreams of all those who were left behind.. 
"
195262954,english,2025.04.20 13:37,❌,✅,0.4637681246,0,"BIG DUCK YOU, DOUBLE FINE","BIG DUCK YOU, DOUBLE FINE"
195169328,german,2025.04.18 23:06,❌,✅,0.5367647409,2,"Eine der traurigsten Early Access Geschichten die ich erfahren habe. Dass dieses Spiel noch zum Kauf angeboten wird, ist ein absoluter Scam, nachdem das Spiel halbfertig für tot erklärt wurde...",One of the saddest Early Access stories I've ever heard. The fact that this game is still available for purchase after being declared dead half-finished is a complete scam...
194598264,english,2025.04.10 14:48,✅,✅,0.2494994849,1,"Iconic classic game, still awesome to come back to even in 2025. Wish they would make a sequel or expand on the game in some way. Most fun city builder game I've ever played.","Iconic classic game, still awesome to come back to even in 2025. Wish they would make a sequel or expand on the game in some way. Most fun city builder game I've ever played."
194233257,english,2025.04.04 22:38,❌,✅,0.5,2,"Great concept... and then, while half-finished, it was released and forgotten about.  Disappointing release from the developers who made so many good games.","Great concept... and then, while half-finished, it was released and forgotten about.  Disappointing release from the developers who made so many good games."
193663568,english,2025.03.27 02:34,❌,✅,0.6680703163,14,Abandonware,Abandonware
193629519,english,2025.03.26 17:58,✅,✅,0.2285582125,2,"Seems like a good product with a lot of content and good music. 
I haven't tried it yet, but a community guide says it's a good idea to download the community patch.

Feelings: 90s bullfrog (theme hospital), Star Trek.","Seems like a good product with a lot of content and good music. 
I haven't tried it yet, but a community guide says it's a good idea to download the community patch.

Feelings: 90s bullfrog (theme hospital), Star Trek."
193625162,english,2025.03.26 16:50,❌,❌,0.630010128,17,"The game was abandoned midway through development and is a candidate for one of the poster children of what you bring up when someone asks for examples of why early access can be a bad thing. It was left as a buggy, unfinished mess a decade ago and somehow has never been pulled from the store.

Even on sale, there are far better games to spend your time and money on.","The game was abandoned midway through development and is a candidate for one of the poster children of what you bring up when someone asks for examples of why early access can be a bad thing. It was left as a buggy, unfinished mess a decade ago and somehow has never been pulled from the store.

Even on sale, there are far better games to spend your time and money on."
193622347,english,2025.03.26 16:00,❌,✅,0.5678856373,7,Unfinished Abandonware.,Unfinished Abandonware.
193572563,english,2025.03.25 23:09,❌,✅,0.4741379023,3,"Abandonware trash, don't ever support Double Fine ever again.","Abandonware trash, don't ever support Double Fine ever again."
193292133,english,2025.03.22 00:09,❌,✅,0.5533335805,8,Double Fine? More like doubling abandoning an early access game.,Double Fine? More like doubling abandoning an early access game.
192921142,english,2025.03.17 10:19,❌,✅,0.6447551847,18,"This is the game that taught me never to buy a title in early access. What was delivered as a final product is missing many promised features, and is an unstable mess... I was willing to deal with the bugs when it was being worked on but for a final product this is unacceptable. I haven't bought any other games from Double fine, and will continue to skip any game they make/produce.","This is the game that taught me never to buy a title in early access. What was delivered as a final product is missing many promised features, and is an unstable mess... I was willing to deal with the bugs when it was being worked on but for a final product this is unacceptable. I haven't bought any other games from Double fine, and will continue to skip any game they make/produce."
192537330,english,2025.03.12 03:43,❌,✅,0.6135074496,12,"Bit late, but by all the stale dingleberries of Tim's Schaffer's chaffed butthole, don't buy this unfinished scam.","Bit late, but by all the stale dingleberries of Tim's Schaffer's chaffed butthole, don't buy this unfinished scam."
190550606,english,2025.02.18 19:43,❌,❌,0.6223609447,20,"11 bloody years and still pissed off. Fortunately, I never bought any games from Double Fine Productions before this, and I never will.","11 bloody years and still pissed off. Fortunately, I never bought any games from Double Fine Productions before this, and I never will."
190546946,english,2025.02.18 18:58,❌,✅,0.7169359922,35,"Another ABANDONWARE title.

The utterly shameless developer abandoned the game in a half finished state, claimed that it is the community's privilege to finish a product they expect you to pay for. 
This game, while fun, is buggy and incomplete and certainly not worth any money.","Another ABANDONWARE title.

The utterly shameless developer abandoned the game in a half finished state, claimed that it is the community's privilege to finish a product they expect you to pay for. 
This game, while fun, is buggy and incomplete and certainly not worth any money."
189773213,italian,2025.02.09 14:50,✅,✅,0.5,0,"I wanted to dislike this game so bad, but I gave it a fair shake: I used the unofficial 1.09 patch and got playing. I did have to try multiple times to create a successful base, mainly due to bugs still left in and having to figure out how the game likes to be played without turning into a broken mess... but after plenty of swearing, restarting, and monkeying with the LUA scripts in order to alleviate some (many) infuriating aspects, I found myself actually enjoying it. Sure, it's in no way, shape or form a game that should be recommended to anyone nowadays, especially considering that it looks like something out of the late 90s and that I needed to apply source edits on top of the mod, but 100+ hours don't lie.","I wanted to dislike this game so bad, but I gave it a fair shake: I used the unofficial 1.09 patch and got playing. I did have to try multiple times to create a successful base, mainly due to bugs still left in and having to figure out how the game likes to be played without turning into a broken mess... but after plenty of swearing, restarting, and monkeying with the LUA scripts in order to alleviate some (many) infuriating aspects, I found myself actually enjoying it. Sure, it's in no way, shape or form a game that should be recommended to anyone nowadays, especially considering that it looks like something out of the late 90s and that I needed to apply source edits on top of the mod, but 100+ hours don't lie."
189650209,english,2025.02.08 07:45,❌,✅,0.5,0,pretty confusing,pretty confusing
188539600,english,2025.01.23 04:33,❌,❌,0.5,2,"I made them all fight to the last one standing in space.

4/10","I made them all fight to the last one standing in space.

4/10"
187317030,english,2025.01.06 22:06,❌,✅,0.5462813377,8,Great game but unfinished. I bought it because I thought there is no way Tim Schaffer is going to abandon it. I was wrong.  He should make the game code open source so fans can continue it since he's not going to do anything with it.,Great game but unfinished. I bought it because I thought there is no way Tim Schaffer is going to abandon it. I was wrong.  He should make the game code open source so fans can continue it since he's not going to do anything with it.
186944756,english,2025.01.02 02:40,❌,❌,0.6092532277,18,The Biggest Scam Double-fine ever sold.,The Biggest Scam Double-fine ever sold.
186557733,english,2025.00.28 00:18,❌,❌,0.5431355834,10,"I have nothing new to contribute but the game probably could have been good if it was finished, so as of now, definitely a no-go.","I have nothing new to contribute but the game probably could have been good if it was finished, so as of now, definitely a no-go."
186360490,schinese,2025.00.25 13:55,✅,❌,0.4761904776,0,不知道啊，挂卡+1,"I don't know, hang up the card +1"
186304790,english,2025.00.24 20:23,❌,✅,0.559986949,13,I love everything about this game except that it wasn't finished. I'd recommend purchasing if it wasn't unfinished. Unfortunately we'll never see it fully finished.,I love everything about this game except that it wasn't finished. I'd recommend purchasing if it wasn't unfinished. Unfortunately we'll never see it fully finished.
186245441,english,2025.00.24 00:00,❌,✅,0.7655653954,37,"This game was abandoned in an alpha state in Early Access. It should not be available for sale at all never-mind discounted.
So much potential wasted. Go buy Space Haven instead.","This game was abandoned in an alpha state in Early Access. It should not be available for sale at all never-mind discounted.
So much potential wasted. Go buy Space Haven instead."
186134659,english,2025.00.22 10:11,❌,✅,0.510625124,10,"Just go play Startopia, this game simply isn't that good even with the unofficial patch.","Just go play Startopia, this game simply isn't that good even with the unofficial patch."
185923010,german,2025.00.19 12:12,❌,❌,0.5,0,"Das dieses Spiel noch im Shop ist, ist eine Frechheit. Im Alpha Status von den Entwicklern aufgegeben noch im Early Access.
Etliche große Bugs.","It's a disgrace that this game is still in the store. It's been abandoned by the developers in alpha status and is still in Early Access.
Several major bugs."
185668957,english,2025.00.16 00:39,✅,✅,0.4584011436,3,"My play time is real, this is the best game I own when it works! Build a space station, manage your crew and rehabilitate raiders which make the best security guards. Its like Prison Architect meets rimworld and does stuff Space Haven wishes it could.... When it works, sometimes fires just start and people start fighting and die, and theres always alien bugs popping out of peoples chests so morale gets real low real fast and people start failing to thrive... My best playthrough I had a crack team of Raider security specialists, all the best professions, and all the resources I could ask for, but I still died because raiders got to my power generator and oxygen recyclers went down. Its the best game ever but it isn't finished and sometimes you get really commited to a colony build just to have a fire bug and eat all the oxygen forever untill everyone suffocates.","My play time is real, this is the best game I own when it works! Build a space station, manage your crew and rehabilitate raiders which make the best security guards. Its like Prison Architect meets rimworld and does stuff Space Haven wishes it could.... When it works, sometimes fires just start and people start fighting and die, and theres always alien bugs popping out of peoples chests so morale gets real low real fast and people start failing to thrive... My best playthrough I had a crack team of Raider security specialists, all the best professions, and all the resources I could ask for, but I still died because raiders got to my power generator and oxygen recyclers went down. Its the best game ever but it isn't finished and sometimes you get really commited to a colony build just to have a fire bug and eat all the oxygen forever untill everyone suffocates."
185408664,english,2025.00.12 08:17,✅,❌,0.5200213194,8,"Really fun game, but it got abandoned so the problems it has won't be going away.
Can definitely get more than 10 hours out of it. Also I think someone mad a mod for the game to fix a lot of issues so look that up. (Spacebase DF9 Unofficial Final Patch 1.09)","Really fun game, but it got abandoned so the problems it has won't be going away.
Can definitely get more than 10 hours out of it. Also I think someone mad a mod for the game to fix a lot of issues so look that up. (Spacebase DF9 Unofficial Final Patch 1.09)"
185333100,schinese,2025.00.11 13:09,✅,❌,0.4761904776,0,十年前的游戏符合当时的水平吧。有卡还是给个好评吧..,"The game was ten years ago and it was in line with the level of the time. If you have a card, you should give it a good review."
184941112,schinese,2025.00.06 20:17,❌,❌,0.6076604724,6,太糟糕了！,That’s too bad!
184826900,english,2025.00.05 15:27,❌,✅,0.6073044538,12,"This is such a good game that was never finished by the devs. It really is a shame that this was never completed, as it really is a great game that is extremely addicting. One can dream that Double Fine picks this back up again some day. As of right now, this game is unpolished and unfinished, and thus, isn't worth your money.","This is such a good game that was never finished by the devs. It really is a shame that this was never completed, as it really is a great game that is extremely addicting. One can dream that Double Fine picks this back up again some day. As of right now, this game is unpolished and unfinished, and thus, isn't worth your money."
184467306,english,2025.00.02 01:15,❌,✅,0.558252275,11,This straight up shouldn't be sold. Calling it an alpha demo would be generous.,This straight up shouldn't be sold. Calling it an alpha demo would be generous.
184229928,english,2024.11.30 19:50,❌,✅,0.6847760081,23,"This is the last game I bought in an early access state. 
The ""game"" has been abandoned in alpha state and should be removed from the store.","This is the last game I bought in an early access state. 
The ""game"" has been abandoned in alpha state and should be removed from the store."
184048075,english,2024.11.29 05:02,❌,✅,0.5609827638,9,Abandoned by the developers in early access,Abandoned by the developers in early access
183931887,english,2024.11.28 04:10,❌,✅,0.5251244903,8,"This steaming pile of dogshit is on sale right now.
I would pay to have this removed from my library and memory.","This steaming pile of dogshit is on sale right now.
I would pay to have this removed from my library and memory."
183598531,english,2024.11.25 01:11,❌,✅,0.62091887,18,It's a crime that this game is still being sold!,It's a crime that this game is still being sold!
183456744,english,2024.11.23 11:27,❌,❌,0.5041111112,3,Ick.,Ick.
183297829,english,2024.11.21 20:15,❌,✅,0.5275399089,7,Unfinished & Abandoned,Unfinished & Abandoned
180962661,english,2024.10.30 09:33,❌,✅,0.5297976136,6,"Rimworld literally has workshop mods that  made this game.  Ive seen free web games with more depth and complexity. 

Other reviews say it better, cruddy company and even worse game.","Rimworld literally has workshop mods that  made this game.  Ive seen free web games with more depth and complexity. 

Other reviews say it better, cruddy company and even worse game."
179785339,dutch,2024.10.25 16:12,✅,✅,0.4511278272,0,Leuk spel,
179465354,schinese,2024.10.21 04:02,❌,❌,0.5238095522,1,不怎么样，相当的不行,"Not very good, quite bad"
179192133,english,2024.10.17 04:40,❌,✅,0.4753603041,2,"Wow, this dumpster fire is still for sale for 10 bones. This is a buggy incomplete mess that needs to be finished or taken down.","Wow, this dumpster fire is still for sale for 10 bones. This is a buggy incomplete mess that needs to be finished or taken down."
178357251,english,2024.10.04 05:41,❌,✅,0.6645809412,17,"I remember when I was a wee lad and bought this game. After spending my parents hard earned sheckles, I booted it up played for a few hours and was disappointed to find a turd sandwich. 10 years later this game is still a turd sandwich.","I remember when I was a wee lad and bought this game. After spending my parents hard earned sheckles, I booted it up played for a few hours and was disappointed to find a turd sandwich. 10 years later this game is still a turd sandwich."
177997445,english,2024.09.30 00:32,✅,❌,0.2628203034,0,Third best game on steam,Third best game on steam
177954373,english,2024.09.29 07:44,❌,❌,0.556232512,13,You know you can still finish this right? Morally bankrupt company.,You know you can still finish this right? Morally bankrupt company.
177472912,schinese,2024.09.21 19:57,❌,❌,0.4402010143,1,"吧预调评验，校歌护尽教歌操首晚督深仅认相。美施威维沉宗写曲们案殖去於。奏烟半或极先径。

日定缺本说世，队阻行许啊因凯每圆花杀试维事，演省冲内二艺跟千。

强济威事歌谓衡力众空指者射加。形材磁殖地修史报烈久活茶占。川史这棉分掌菜今章可载假宽。

岩配衣本确校欢突站够南件央。半还取酸牛冲号群团季土娘亮，发且略感快。叶顶材别靠解叶不决械技和。日任临格蛋说器民！","Pre-adjustment review, the school song is fully taught, the first night of the school is supervised by the supervisor. The beauty of the world is the power of the school. The song is written by the emperor. The song is played by the emperor. The smoke is half or the path is very advanced.

The world is missing. The team is blocked. Because of Kai's round flower killing test, the provincial art is followed by thousands.

The song of the strong power is said to be balanced. The empty finger points to the shooting. The shape of the material is magnetic. The land is repaired. The history of Sichuan is long and lively. This chapter of the cotton and vegetable can be recorded.

The rock is matched with the original school. The sudden station is enough for the southern central. The half also takes the acid cattle rush number group Ji Tu Niang bright, and the development is slightly fast. The top material relies on the solution of the leaf. The mechanical technology and the day are not determined. The people of the day are the people!"
177243799,english,2024.09.18 05:41,❌,✅,0.5606505871,14,I got Double Scammed.,I got Double Scammed.
175554176,english,2024.08.22 20:30,✅,✅,0.3553038239,2,"Was just going to check this out quickly. Still playing. fun. intuitive, not over complicated while allowing me to do things freely and logically. so far.","Was just going to check this out quickly. Still playing. fun. intuitive, not over complicated while allowing me to do things freely and logically. so far."
175413864,english,2024.08.21 04:35,❌,✅,0.6752292514,22,"Game is unfinished, buy space haven instead, it has way more to offer than this","Game is unfinished, buy space haven instead, it has way more to offer than this"
175325606,english,2024.08.19 23:09,❌,✅,0.639007628,25,100% cut and run scam of a game. Unfinished and never will be. Games like this should be auto pulled from Steam and refunded. This is why I wont buy another game from Double Fine ever again.,100% cut and run scam of a game. Unfinished and never will be. Games like this should be auto pulled from Steam and refunded. This is why I wont buy another game from Double Fine ever again.
173579597,english,2024.07.28 04:22,❌,❌,0.6573786736,16,"I really enjoyed this game when it came out.  Yes, there were a lot of bugs, but the concept was nice.  To find out later that the developer abandoned this game and laid off the team that was working on it was a gut punch.  The stupidity of the decision makers for this was so surprising in one way, but on the other hand, not so much.  When this game was put into early release and added on Steam, you truly expect the developer to do their best to make sure that the product is up to snuff for a commercial release.  What Double Fine Productions did was rush out an unfinished product because they did not see the sales number in early release that they were expecting.  The condition that they put this game in for early release was not very good and there were a lot of bugs.  If this is just some prototype that they came up with in a brainstorm, what they called Amnesia Fortnight, then it should have stayed in Alpha and finished more before releasing it into early access on Steam.  What Double Fine should have done was refund everyone their money back because they did not release the product that they were promising.  After this debacle, management should have been let go.  Since the release of this game, I have never and will never by a game that this company has developed or published.  I also cannot believe that this game is still up for sale on Steam and that is has not been taken down yet.  Unfinished commercial releases should be against the Steam ToS, but everyone will keep trying to rake in some money, even from unfinished crap.","I really enjoyed this game when it came out.  Yes, there were a lot of bugs, but the concept was nice.  To find out later that the developer abandoned this game and laid off the team that was working on it was a gut punch.  The stupidity of the decision makers for this was so surprising in one way, but on the other hand, not so much.  When this game was put into early release and added on Steam, you truly expect the developer to do their best to make sure that the product is up to snuff for a commercial release.  What Double Fine Productions did was rush out an unfinished product because they did not see the sales number in early release that they were expecting.  The condition that they put this game in for early release was not very good and there were a lot of bugs.  If this is just some prototype that they came up with in a brainstorm, what they called Amnesia Fortnight, then it should have stayed in Alpha and finished more before releasing it into early access on Steam.  What Double Fine should have done was refund everyone their money back because they did not release the product that they were promising.  After this debacle, management should have been let go.  Since the release of this game, I have never and will never by a game that this company has developed or published.  I also cannot believe that this game is still up for sale on Steam and that is has not been taken down yet.  Unfinished commercial releases should be against the Steam ToS, but everyone will keep trying to rake in some money, even from unfinished crap."
173030373,english,2024.07.23 02:49,❌,✅,0.6195124984,12,"Abandoned, but BUY SPACE HAVEN!","Abandoned, but BUY SPACE HAVEN!"
172728214,english,2024.07.21 03:06,✅,✅,0.3384168148,0,"it's definitely not finished, but that was sort of the point. it's a prototype of a game from Amnesia Fortnight 2012","it's definitely not finished, but that was sort of the point. it's a prototype of a game from Amnesia Fortnight 2012"
171962141,english,2024.07.12 16:25,❌,✅,0.5,2,Sigh,Sigh
171873251,english,2024.07.11 08:58,❌,❌,0.6026568413,13,"Abandoned game, buy Space Haven instead, game is still alive and getting updated.","Abandoned game, buy Space Haven instead, game is still alive and getting updated."
171546664,english,2024.07.06 16:54,❌,✅,0.5238095522,5,"The idea is very good, but sadly the game is unfinished and becomes unplayable in a short period of time. Dont buy it","The idea is very good, but sadly the game is unfinished and becomes unplayable in a short period of time. Dont buy it"
171359114,schinese,2024.07.03 18:27,✅,❌,0.5,0,,
169137229,english,2024.06.06 15:28,❌,❌,0.5352839828,5,"Spacebase is surprisingly rough round the edges for a Double Fine game, and feels unfinished. I would be optimistic if this was an early access build, but it's been out for 10 years. A game in the Double Fine catalog obviously best left avoided.","Spacebase is surprisingly rough round the edges for a Double Fine game, and feels unfinished. I would be optimistic if this was an early access build, but it's been out for 10 years. A game in the Double Fine catalog obviously best left avoided."
168855637,english,2024.06.03 10:58,❌,❌,0.6132936478,14,"I simply cannot believe this game is still for sale.
","I simply cannot believe this game is still for sale.
"
168069713,english,2024.05.24 11:23,❌,✅,0.5106761456,3,The potted plant does what? What about the other things like beds. Do they give a bonus if assigned? Does it matter if they are in a large room with many beds or does everyone want a room of their own? What.. I have search outside of the game for information..... lame.,The potted plant does what? What about the other things like beds. Do they give a bonus if assigned? Does it matter if they are in a large room with many beds or does everyone want a room of their own? What.. I have search outside of the game for information..... lame.
167475192,english,2024.05.16 11:44,❌,✅,0.5238095522,2,"I loved this game till i didn't.
would not recommend!","I loved this game till i didn't.
would not recommend!"
167364418,english,2024.05.14 23:58,✅,❌,0.4060712159,3,‎,‎
167263350,english,2024.05.13 12:20,❌,✅,0.5,1,"Although I'm not recommending it, this is an interesting concept of a game. If you are very adept at base builders and love to micromanage, this would be a game for you.

HOWEVER;
Don't go into it thinking it'll be a cosy 'sit back and watch them work' type of game because the difficulty ramping is not balanced. 
There are still bugs that mean your colonists are perpetually sad. And it doesn't make it easy to find what they were sad about to begin with.
Security detail is near useless
Shelves cost the same resources as an oxygen scrubber

And it's not like any of these bugs will be patched as it got stuck in dev limbo when the original indie-devs dropped it. And now even their website can't be reached so the fabled 'Patch' I've heard of can't even help.

TLDR: Could have been good, but no point in buying it.","Although I'm not recommending it, this is an interesting concept of a game. If you are very adept at base builders and love to micromanage, this would be a game for you.

HOWEVER;
Don't go into it thinking it'll be a cosy 'sit back and watch them work' type of game because the difficulty ramping is not balanced. 
There are still bugs that mean your colonists are perpetually sad. And it doesn't make it easy to find what they were sad about to begin with.
Security detail is near useless
Shelves cost the same resources as an oxygen scrubber

And it's not like any of these bugs will be patched as it got stuck in dev limbo when the original indie-devs dropped it. And now even their website can't be reached so the fabled 'Patch' I've heard of can't even help.

TLDR: Could have been good, but no point in buying it."
167020721,polish,2024.05.09 19:02,❌,❌,0.5238095522,2,"Gra jest dla mnie tym czym szkolna dla nie wtajemniczonych. Coś gdzieś jakiś kał, jakaś furie, jakieś mleczko i nie wiem właśnie o co chodzi.","For me, the game is like school for the uninitiated. There's some feces, some fury, some milk, and I don't know what's going on."
