,201510,,,,,,Reviews,
205319630,english,2025.08.27 18:03,❌,✅,0.5161290765,1,"There are times when I can enjoy this game. Most of the time I just tolerate it. For your sake (you, go drink some water), I wouldn't recommend this game. It's a glitch-fest and written badly. In arenas, every car will target you (counterpoint: the chaos can be enjoyable), in races cars handle like boats (counterpoint: learning how to circumvent the issues is satisfying) and the game overall feels hollow (counterpoint: ¯\_(ツ)_/¯).

It feels like a product of its time and yet much older (NFS High Stakes felt more progressively rewarding). Character models look like something out of a mobile game (worse than Payback 2 on Android, actually). The cars aren't memorable. The zombie hunting mode is alright, but damage against and from other cars is more inconsistemt than many DS games (they're like 32MB tops for goodness sake, look into it one way or another).

The soundtrack is pretty cool though.

TL;DR, don't spend more than a quid on this if you must.
–––
Technical stuff (skip to the like button if you don't care):
In 2025 I played on Linux Mint 22.1 (now 22.2) with an AMD 4500U. I get 60fps everywhere with Proton 9 (save for very heavy explosions), but restarts freeze the game for 3 seconds. I think it did this when I originally played on Windows 10 with an AMD A9-9400 APU (HP 24-e080na), so don't expect the game to be solid.","There are times when I can enjoy this game. Most of the time I just tolerate it. For your sake (you, go drink some water), I wouldn't recommend this game. It's a glitch-fest and written badly. In arenas, every car will target you (counterpoint: the chaos can be enjoyable), in races cars handle like boats (counterpoint: learning how to circumvent the issues is satisfying) and the game overall feels hollow (counterpoint: ¯\_(ツ)_/¯).

It feels like a product of its time and yet much older (NFS High Stakes felt more progressively rewarding). Character models look like something out of a mobile game (worse than Payback 2 on Android, actually). The cars aren't memorable. The zombie hunting mode is alright, but damage against and from other cars is more inconsistemt than many DS games (they're like 32MB tops for goodness sake, look into it one way or another).

The soundtrack is pretty cool though.

TL;DR, don't spend more than a quid on this if you must.
–––
Technical stuff (skip to the like button if you don't care):
In 2025 I played on Linux Mint 22.1 (now 22.2) with an AMD 4500U. I get 60fps everywhere with Proton 9 (save for very heavy explosions), but restarts freeze the game for 3 seconds. I think it did this when I originally played on Windows 10 with an AMD A9-9400 APU (HP 24-e080na), so don't expect the game to be solid."
205312754,english,2025.08.27 16:20,❌,✅,0.5,0,The game totally sucks,The game totally sucks
205096368,russian,2025.08.24 13:00,✅,❌,0.4365079403,0,"-почему ты хейтишь флатаут 3?
                              хз все хейтят и я буду-
а так игра даже лучше чем 2 часть","Why are you hating Flatout 3?
I don't know, everyone's hating it, and I'll join in.
But the game is even better than Part 2."
204866847,spanish,2025.08.21 16:55,❌,✅,0.5,0,"se me hace tanto descaro que vendan basura como este juego, simplemente es terrible.","I find it so shameless that they sell garbage like this game, it's simply terrible."
204794324,turkish,2025.08.20 20:23,✅,✅,0.5,0,Flatout 2 Güzel Aga,
204501619,russian,2025.08.16 23:53,✅,✅,0.5,1,"Физика странновата – машины порой ведут себя как картонные
Графика устарела даже для времени выхода
Нет той душевности первых частей – чувствуется, что делала другая студия
6/10 – Разок можно попробовать ради фана, но не жди шедевра.Подойдет тем,кто хочет просто поуправлять без глубокого погружения.","The physics are a bit odd – the cars sometimes behave like cardboard.
The graphics are outdated even for the time of release.
They lack the warmth of the first games – it feels like they were made by a different studio.
6/10 – It's worth a try for fun, but don't expect a masterpiece. Suitable for those who just want to control the game without deep immersion."
204388879,russian,2025.08.15 14:48,✅,✅,0.4545454681,0,"чуваки что могу сказать на эту игру я покупал эту игру на фестевале гонок если вы хотите поиграть в эту игру советую купить Flatout Complete Pack ну ладно перейдём к обзору на что могу обратить внимание на физику но поймите ребят
если не смотреть на физику игра очень крутая много автомобилей персонажей и есть игровые режымы и очень много карт
есть ачивки можно выбрать персонажей под свой вкус но почемуто игроки ставят отрицательные обзоры там много контента 
я вам сразу рекомендую эту игру 
","Guys, what can I say about this game? I bought it at a racing festival. If you want to play it, I recommend buying the Flatout Complete Pack. Okay, let's move on to the review. What I'm focusing on is the physics, but understand, guys.
If you ignore the physics, the game is really cool. There are lots of cars, characters, game modes, and a lot of maps.
There are achievements, you can choose characters to suit your taste, but for some reason, players leave negative reviews. There's a lot of content there.
I recommend this game right away.
"
204254369,russian,2025.08.13 21:13,❌,✅,0.5,0,0/5,0/5
204252084,russian,2025.08.13 20:43,❌,✅,0.5163224339,2,"Игра лучшая в серии,с конца
Игра топ если в нее не играть
Метка ""Психологический хоррор"" оправданна","The game is the best in the series, from the end.
It's a top-notch game if you don't play it.
The ""Psychological Horror"" label is justified."
204195137,french,2025.08.13 03:36,❌,✅,0.5,0,C'est un instrument de torture plutôt que un jeux,It's an instrument of torture rather than a game.
204188947,russian,2025.08.13 01:36,❌,✅,0.5238095522,1,"Игра мега днище и огромное разочарование. Первая и вторая часть была намного лучше, а эта напоминает бесплатные браузерные игры.","The game is a complete disaster and a huge disappointment. The first and second games were much better, but this one feels like a free browser game."
204169662,russian,2025.08.12 20:34,✅,✅,0.5217391253,2,гыгыга,hee hee hee
204159524,english,2025.08.12 18:16,✅,✅,0.5032444,1,"Even though its completely shit, its shit in a fun way so if you can play it for free i recommend atleast trying it. If you can play it for free, dont pay a single penny because other then 10 minutes of fun youre not getting anything else.","Even though its completely shit, its shit in a fun way so if you can play it for free i recommend atleast trying it. If you can play it for free, dont pay a single penny because other then 10 minutes of fun youre not getting anything else."
204003075,polish,2025.08.10 13:34,❌,✅,0.5,0,"michael dont leave me here!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
","michael dont leave me here!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
"
203929320,english,2025.08.09 11:34,❌,✅,0.5473161936,3,did ya know the people that made this game also made low quality mobile games? and all their assets are hidden within this game? do not....ever purchase this game its the postal III of racing games do with that knowledge what you will,did ya know the people that made this game also made low quality mobile games? and all their assets are hidden within this game? do not....ever purchase this game its the postal III of racing games do with that knowledge what you will
203837957,english,2025.08.08 03:38,✅,✅,0.5599226356,5,"this game is a mess. horribly made. as bad as people say perhaps? but also. it's REALLY fun. so i almost can recommend it (if you're as autistic as me)
also it's on sale atm","this game is a mess. horribly made. as bad as people say perhaps? but also. it's REALLY fun. so i almost can recommend it (if you're as autistic as me)
also it's on sale atm"
203773528,english,2025.08.07 12:45,❌,✅,0.5098039508,1,Worst FlatOut game.,Worst FlatOut game.
203596138,english,2025.08.05 15:51,✅,✅,0.5529411435,3,"U can't play this until adjust graphics correctly
This game is strange even for a dollar :)
but if u want to cure ur play inability ..","U can't play this until adjust graphics correctly
This game is strange even for a dollar :)
but if u want to cure ur play inability .."
203535472,russian,2025.08.05 00:32,❌,❌,0.5384615064,4,"FlatOut 3: Chaos & Destruction (2011) — это позорное продолжение от других разработчиков, ставшее причиной затяжного забвения серии. Исключительная бездарность в каждом аспекте крайне редка, но создатели сего куска кода переплюнули многих своих коллег и таки достигли скорбной вершины.

Мусор.

3/10","FlatOut 3: Chaos & Destruction (2011) is a disgraceful sequel from other developers, which led to the series' long-overdue oblivion. Exceptional mediocrity in every aspect is extremely rare, but the creators of this piece of code outdid many of their colleagues and finally reached the sad pinnacle.

Trash.

3/10"
203397905,russian,2025.08.02 21:29,❌,✅,0.5833333135,5,"Это даже не игра вовсе, в это просто невозможно играть. Не прикасайтесь к этому мусору.","This isn't even a game, it's simply unplayable. Don't touch this garbage."
203334039,german,2025.08.01 21:42,❌,✅,0.5,0,"Ich bin kein Fan der FlatOut Reihe, aber Teil 3 setzt dem Ganzen die Krone auf. Das Spiel wirkt unausgereift, die Steuerung ist unpräzise, die Physik bricht ständig zusammen und die Grafik ist lieblos. Selbst die zerstörerischen Rennen, die früher den Reiz ausmachten, verlieren hier komplett ihren Spaßfaktor. FlatOut 3 ist ein Paradebeispiel dafür, wie ein Rennspiel komplett den Boden verliert.","I'm not a fan of the FlatOut series, but part 3 takes it to the next level. The game feels underdeveloped, the controls are imprecise, the physics constantly break, and the graphics are lackluster. Even the destructive races that once made it so appealing have completely lost their fun factor. FlatOut 3 is a prime example of a racing game completely losing its footing."
203244479,english,2025.07.31 14:33,❌,❌,0.5198413134,2,živoucí výsměch celé FlatOut sérii horší hru jsem snad v životě nehrál xD všechno úplně k piči,živoucí výsměch celé FlatOut sérii horší hru jsem snad v životě nehrál xD všechno úplně k piči
203188398,russian,2025.07.30 19:22,❌,✅,0.5188284516,2,"Кусок говна!
Плохо всё!Управление,Звуки,Музыки нету.И игра дерьмо,я пожелел что потратил на это деньги!","Piece of shit!
Everything is bad! The controls, the sounds, the music are nonexistent. And the game is crap, I regret spending my money on it!"
203118265,english,2025.07.29 19:21,❌,✅,0.661462009,11,"Absolute ass game! Words cant explain the pure agony I have experienced while playing this game. Getting all the achievements in this game is the most annoying thing in gaming history! And thats the only reason why I played this game and I also bought it just because Im a huge FlatOut fan. Also did anyone else notice that number 3 is cursed number in videogames? For example: this game, Postal 3, Mafia 3, FNAF 3, Killing Floor 3 and so on....","Absolute ass game! Words cant explain the pure agony I have experienced while playing this game. Getting all the achievements in this game is the most annoying thing in gaming history! And thats the only reason why I played this game and I also bought it just because Im a huge FlatOut fan. Also did anyone else notice that number 3 is cursed number in videogames? For example: this game, Postal 3, Mafia 3, FNAF 3, Killing Floor 3 and so on...."
203088356,spanish,2025.07.29 07:38,✅,✅,0.5833333135,4,"Dios Flatout 3... no se que pasaba por mi cabeza cuando decidí jugar este titulo y encima platinarlo 💀 ya te ponen la etiqueta de terror psicológico encima XDD

Aver, como se sabe es de los peores juegos reseñados en la plataforma, que decir... es malo si jasjsaj pero, no le encontré bugs que afecten o dañen tu partida, a lo mucho bajabas una rampa elevada y tu coche salia por los aires bien random pero ocurrió poco, de resto tiene una gran variedad de vehículos y personalizables, que se van desbloqueando a lo largo que ganes eventos, si tienes habilidad al conducir te las arreglas para la conducción y estilo del juego... (si aguantas)

Muchos eventos, el de monster truck y acabar con zombis me parecieron bastante divertidos, el restos bueh... a veces te toca una IA rotisima que no podrás alcanzar jamas, por suerte te sales de la carrera y volves a entrar para que te salga otro rival, en el tema de logros se demora un poco en las carreras que son varias y por si no fuera poco, te ponen un modo desafió para volver a sufrir la mayoría de pruebas que lograste superar xd

No lo jueguen por su salud ☠️ pero, si son caza logros y quieren un desafió pues adelante y sufre como yo, ten en cuenta que necesitas un amigo para sacar el logro de jugar una partida online, el resto es singleplayer. 
Adiós flatout 3 me voy con orgullo de tenerte junto a mis juegos completados 🍷



","God Flatout 3... I don't know what was going through my head when I decided to play this title and on top of that, platinum it 💀 They already label it as psychological horror XDD

Well, as we know, it's one of the worst games reviewed on the platform, what can I say... it's bad, yes, hahaha, but I didn't find any bugs that affect or damage your game. At most, you'd go down an elevated ramp and your car would fly through the air, very randomly, but that didn't happen much. Otherwise, it has a wide variety of customizable vehicles, which are unlocked as you win events. If you're skilled at driving, you'll manage to master the driving and style of the game... (if you can handle it).

There are a lot of events. The monster truck and killing zombies seemed quite fun to me. The rest, well... sometimes you run into a really broken AI that you'll never be able to catch. Luckily, you can leave the race and re-enter so that another rival can appear. Regarding achievements, it takes a while in the races, which are several, and just in case... If that weren't enough, they give you a challenge mode so you can replay most of the tests you managed to overcome lol

Don't play it for your own good ☠️ but, if you're an achievement hunter and want a challenge, go ahead and suffer like me. Keep in mind that you need a friend to get the achievement for playing an online match; the rest is single-player.
Goodbye Flatout 3, I'm proud to have you next to my completed games 🍷

"
203046815,polish,2025.07.28 17:35,❌,❌,0.5238095522,1,"Mam wrażenie że twórcy ze swoimi wątpliwymi umiejętnościami stanęli przed wyborem zrobienia złej gry która wkurzy tylko fanów serii flatout ale zostanie szybko zapomniana, a stworzeniem gry tak okropnej, specjalnie źle zaprojektowanej oraz która będzie policzkiem w twarz wszystkich graczy co spowoduje że zostanie zapamiętana na długie lata jako jedna z najgorszych gier w historii. Postanowili więc wybrać tą drugą opcję najprawdopodobniej żeby robić sobie jaja z każdego kto to kupi.","I have a feeling the developers, with their questionable skills, were faced with the choice of making a bad game that would only annoy fans of the Flatout series and be quickly forgotten, or making a game so awful, so deliberately poorly designed, that it would be a slap in the face to all gamers that it would be remembered for years to come as one of the worst games ever. So they chose the latter option, most likely to make fun of anyone who bought it."
203037026,latam,2025.07.28 14:04,❌,✅,0.5,0,"Q ES ESTA MIERDAAA??????? es como si postal y flatout tuvieron un hijo, pero el aborto salio mal y quedo vivo","WHAT IS THIS CRAP? It's like postal and flatout had a child, but the abortion went wrong and the child survived."
202821890,brazilian,2025.07.25 03:37,❌,✅,0.5238095522,1,"é de qualidade duvidosa, mas confesso esperar algo muito pior, visto as notas do jogo. Comprem qualquer outro jogo da franquia, n esse","It's of dubious quality, but I confess I expected something much worse, given the game's ratings. Buy any other game in the franchise, not this one."
202595154,english,2025.07.21 20:51,✅,✅,0.6294406056,9,"very good for torture, thanks.","very good for torture, thanks."
202574460,english,2025.07.21 14:04,❌,✅,0.5,0,Kötü,Kötü
202544794,english,2025.07.21 00:59,❌,✅,0.5238095522,2,Game is shit.,Game is shit.
202322326,russian,2025.07.17 17:51,✅,✅,0.5573101044,5,"Об этой игре можно сказать много чего плохого, но я почему-то полностью её прошёл и если не думать о ней, как о продолжении серии FlatOut, то играть можно.","There are a lot of bad things to say about this game, but for some reason I completed it completely and if you don’t think of it as a continuation of the FlatOut series, then you can play it."
202255606,russian,2025.07.16 19:01,❌,✅,0.5389941335,3,"Игра просто ужасная.

Графику как будто делал школьник на листочке бумаги.

Физики в игре просто нету, либо разрабы, когда делали, сказали: ""Да ну на эту физику, кому она нужна?""

Геймплей почти ни о чём, единственное, что там было хоть чуть-чуть прикольно, - так это ехать и сбивать зомби.

Игра никак не относится к остальным частям Flatout - просто посмешище, а не игра. Не старайтесь даже пройти игру, не портите себе нервы, просто унылая часть игры, над которой, по-моему, не старались. Лучше поиграйте в Flatout 2 - реально годная часть игр Flatout.

Модели машин прям ""очень крутые"". Лучше купите другую игру, но не эту. Плохие отзывы оправданы.

Игру не советую.😑","The game is simply terrible.

The graphics look like they were made by a schoolchild on a piece of paper.

There are simply no physics in the game, or the developers, when they were making it, said, ""Oh, fuck physics, who needs it?""

The gameplay is practically worthless; the only thing remotely fun was driving around and running over zombies.

This game has nothing to do with the other Flatout games—it's a complete joke. Don't even bother trying to beat it; don't waste your time. It's just a dull part of the game that, in my opinion, wasn't even worth the effort. It's better to play Flatout 2—it's a truly decent Flatout game.

The car models are absolutely ""really cool."" Buy another game, but not this one. The bad reviews are justified.

I don't recommend this game. 😑"
202223169,english,2025.07.16 07:09,❌,✅,0.5098039508,1,"I played years ago. I forgot I had this game. I think I may have trauma blocked the memory.
Does not have the same charm as the prior games. 17% positives before posting this.","I played years ago. I forgot I had this game. I think I may have trauma blocked the memory.
Does not have the same charm as the prior games. 17% positives before posting this."
202063494,english,2025.07.13 23:24,❌,✅,0.5,0,"Flatout 3....is just flat, the race mode is way too fast and you dont just turn corners you just slide, what have they done. Flatout 2 and Ultimate Destruction are the best titles they have ever made, Flatout 4 is better than this but with weird power-ups or weapons like someone from Carmageddon joined the team, that just ruins the game!","Flatout 3....is just flat, the race mode is way too fast and you dont just turn corners you just slide, what have they done. Flatout 2 and Ultimate Destruction are the best titles they have ever made, Flatout 4 is better than this but with weird power-ups or weapons like someone from Carmageddon joined the team, that just ruins the game!"
201970694,english,2025.07.12 15:31,✅,❌,0.5,1,fajen,fajen
201915248,english,2025.07.11 18:55,❌,✅,0.5602164865,3,this is the best racing game ive ever played,this is the best racing game ive ever played
201838424,polish,2025.07.10 16:19,❌,✅,0.5,0,"Nie polecam, nie warta waszego czasu ani komputera","I do not recommend it, it is not worth your time or your computer."
201727881,russian,2025.07.09 00:23,✅,✅,0.4828244448,1,"А ведь игра не такая и плохая(чего стоит один Undercover). Да, косяков не мало и физика не топ, НО МОГЛО БЫТЬ ХУЖЕ...","The game isn't all that bad (Undercover alone is worth mentioning). Sure, there are a few bugs and the physics aren't great, but it could have been worse..."
201718877,russian,2025.07.08 21:41,❌,✅,0.5238095522,1,...я в ахуе,...I'm in shock
201702191,russian,2025.07.08 16:56,❌,✅,0.5,1,"Несмотря на ""Крайне отрицательные"" оценки игры я решил самостоятельно проверить что с ней не так, поскольку большинство отзывов не содержат никакой конкретики.

Итак, почему же игра так плоха?

Меню встречает нас регулярно всплывающим информационным окном, настоятельно рекомендующим получить рейтинг производительности (был такой показатель в Windows 7; возможно имеется в виду что-то другое, но не факт). Кроме главного меню эта просьба указать рейтинг так же отображается в настройках графики. Причём вы не можете зайти в дополнительные настройки без указания рейтинга. Благо, что окно вылезает только при первом запуске, хотя в дальнейшем у меня всё равно не получилось зайти в дополнительные настройки. Игра в целом плоховато оптимизирована, заметны подлагивания на каждом переходе по пунктам меню.

Управление очень неотзывчивое — машина скользит по дороге как коробок насвая по карману разработчика, но при этом она как будто приклеена к поверхности трассы и очень неохотно реагирует на на ваши попытки ей управлять. В то же время, стоит только коллизии дать себя проявить, как машина отправится покорять околоземную орбиту, вращаясь при этом вокруг своей оси, но шанс такого всего лишь 50/50 при каждом столкновении с посторонним объектом.

Графика. Я не из тех, кто будет ругать игру за плохую графику, потому что это всегда можно обыграть стилем и придать игре этакий ретро-шарм, но даже без этого у меня почти никогда не возникает претензий к игре с очевидным отсутствием сглаживания или плохо сделанными эффектами, однако... Когда я выставляю настройки на ""ультра"" и вижу какое-то ""мыло с лесенками"", у меня возникают вопросы, потому что игра 2011-го года выглядит как консольный/мобильный порт малоизвестной низкобюджетной игры.  

Режим ""карьеры"", насколько я понимаю, отсутствует. Вместо него нас ждёт ряд испытаний (всего 50) и другие режимы игры, каждый из которых видимо можно настроить, выбрав количество соперников, кругов и прочие атрибуты. Тюнинга нет, иногда только можно выбрать готовые пресеты под определённые задачи, причём несмотря на то, что указываются параметры автомобиля, вам не показывают их изменение в зависимости от выбранного тюнинга...

Какие режимы есть в игре? 

Обычная гонка
- Дерби (зачем-то разделены на два вида: большие и маленькие)
- ""Найди и разрушь что-то на большом траке""
- Гонки на боллидах
- Гонка ночью при дожде и тумане
- Бездорожье без правил, но с подсчётом очков за определённые действия
- Проезд по маршруту с зомби, которых надо сбивать чтобы заработать очки
- Трюки, в которых даже нельзя управлять ""запуском"" водителя (в предыдущих частях игра показывала угол ""броска"" и замедляла время для точности, тут такого нет)

При этом игра не запоминает настройки камеры между гонками, хотя в предыдущих двух частях это было. Мелочь, но неприятно.

Ещё в игре довольно странно подсчитываются показатели, что, возможно, связано с метрической системой, но я не уверен. Пример: ваш прыжок на 2 метра может быть отображён как прыжок на 20 метров. Это, наверное, ни на что не влияет, но это показалось мне странным, поэтому я решил отметить данный факт.

Вердикт: не стоит вашего внимания (и уж тем более денег)

","Despite the game's ""Extremely Negative"" ratings, I decided to check it out myself, as most reviews don't provide any specifics.

So, why is the game so bad?

The menu regularly greets us with a pop-up information window, strongly recommending we get a performance rating (this was the same metric in Windows 7; perhaps they're referring to something else, but I'm not sure). In addition to the main menu, this request to enter a rating also appears in the graphics settings. Moreover, you can't access the advanced settings without entering a rating. Fortunately, this window only appears on the first launch, although I still couldn't access the advanced settings afterward. The game is generally poorly optimized, with noticeable lags every time I navigate through the menu items.

The controls are very unresponsive—the car slides along the road like a box of naswar in the developer's pocket, but at the same time, it feels glued to the track surface and is very reluctant to respond to your steering attempts. At the same time, as soon as a collision occurs, the car will launch into near-Earth orbit, spinning around its axis, but the chance of this happening is only 50/50 with each collision with a foreign object.

Graphics. I'm not one to criticize a game for poor graphics, because it can always be played up with style and give the game a certain retro charm. Even without that, I almost never have complaints about a game with a clear lack of anti-aliasing or poorly executed effects. However... When I set the settings to ""ultra"" and see some kind of ""jaggy"" blur, I have questions, because a 2011 game looks like a console/mobile port of an obscure low-budget game.

There's no career mode, as far as I know. Instead, we'll be treated to a series of challenges (50 in total) and other game modes, each of which can apparently be customized by selecting the number of opponents, laps, and other attributes. There's no tuning; sometimes you can only select ready-made presets for specific tasks. Although the car's parameters are specified, you're not shown how they change depending on the tuning selected...

What modes are there in the game?

A regular race
- Derby (for some reason, divided into two types: large and small)
- ""Find and destroy something on a big truck""
- Bolt racing
- Night racing in rain and fog
- Off-roading with no rules, but with scoring for certain actions
- Driving along a route with zombies that you have to knock down to earn points
- Stunts where you can't even control the driver's ""launch"" (in previous games, the game showed the ""throw"" angle and slowed down time for accuracy, but this is not the case here)

The game doesn't remember camera settings between races, although this was the case in the previous two games. It's a small thing, but annoying.

The game also calculates stats rather strangely, which might have something to do with the metric system, but I'm not sure. For example, your 2-meter jump might be displayed as a 20-meter jump. This probably doesn't matter, but it struck me as odd, so I decided to point it out.

Verdict: Not worth your attention (and certainly not your money).

"
201672590,russian,2025.07.08 04:43,❌,✅,0.572206378,5,"Прошёл игру полностью... не спрашивайте зачем.
Мне тяжело описать, как она играется, но в моём понимании очень похоже на то, как я в машинки играл в детском саду. Никакого драйва. Нет ощущения, что это гонки.

Машины взрываются и лопаются от любого встречного ветерка. Затем мгновенно возрождаются за спиной у лидера (Вас, потому что тут конкуренции нет вообще никакой), вне зависимости от местонахождения до этого, хоть в двух минутах позади ехали.

Трассы либо очень длинные и прямые, либо короткие и с постоянными поворотами в 90 градусов.

ИИ здесь нет. Есть заранее прописанные траектории по которым перемещаются машинки. Можно сбить любую машину и она будет стоять смотреть в стену. Например, есть пару гонок 1х1, где противник быстро стартует, затем резко входит в поворот 90 градусов буквально ложась на бок, не теряя скорости, едет дальше. Если не врезаться в него в момент поворота и не сбить с траектории, то у вас больше не будет шанса победить. Но если сбить - он никогда не сможет вас догнать.

Трюки в этой серии - вечная боль. Многие зависят только от удачи, например летать внутри сферы и пытаться взорвать сколько-то бочек, вот только если от любого взрыва вы полетите немного не в ту сторону - вам не пройти испытание.

Короче эта игра местами забавная,  но в 95% времени абсолютно унылое рандомное нечто. Это не гонки, хотя внешне вроде похожа.","I've completed the game... don't ask me why.
It's hard for me to describe how it plays, but to me, it's very similar to playing with cars in kindergarten. There's no thrill. It doesn't feel like a racing game.

Cars explode and burst from any oncoming wind. Then they instantly respawn behind the leader (you, because there's no competition here at all), regardless of their previous location, even if they were two minutes behind.

The tracks are either very long and straight, or short and full of 90-degree turns.

There's no AI here. There are predetermined trajectories for the cars to follow. You can hit any car, and it will stare at the wall. For example, there are a couple of 1v1 races where the opponent starts off fast, then abruptly takes a 90-degree turn, literally flipping onto its side without losing speed, and then continues on. If you don't hit him while he's turning and knock him off course, you'll never have a chance to win. But if you do, he'll never be able to catch up.

The stunts in this series are a constant pain. Many rely solely on luck, like flying inside a sphere and trying to blow up a few barrels, but if any explosion sends you flying slightly off-course, you'll fail the challenge.

In short, this game is fun in places, but 95% of the time it's a completely boring, random experience. It's not a racing game, even though it looks like one."
201654971,russian,2025.07.07 23:00,✅,✅,0.3846153915,0,"10 из 10, всем рекомендую поиграть!","10 out of 10, I recommend everyone to play!"
201574325,russian,2025.07.06 18:56,❌,✅,0.538461566,2,Абсолютно всё в этой игре и сама игра в целом - невероятно жуткое унылое гамнище !!!,"Absolutely everything in this game and the game itself as a whole is an incredibly creepy, dull piece of crap!!!"
201489066,german,2025.07.05 12:48,❌,❌,0.5,1,Selbst für ein browsergame wäre es schlecht,Even for a browser game it would be bad
201356662,czech,2025.07.03 16:16,❌,✅,0.5238095522,1,":-(
",":-(
"
201347897,english,2025.07.03 13:27,❌,✅,0.5356200933,2,,
201329974,spanish,2025.07.03 06:38,✅,✅,0.5238095522,1,"si, me lo platine, no estoy orgulloso de eso","Yes, I got it, I'm not proud of it."
201278688,english,2025.07.02 15:38,✅,✅,0.4440993965,1,"The game doesn't deserve such a bad review. I actually have a lot of fun with it. Of course, many things could be improved, but it's not that bad.","The game doesn't deserve such a bad review. I actually have a lot of fun with it. Of course, many things could be improved, but it's not that bad."
201090938,russian,2025.06.30 23:27,✅,✅,0.5,2,"Well, it's a pretty decent game on it's own. I guess the main reason why this game got so many bad reviews is that it's called Flatout. Yeah, compared to the previous games, FlatOut 3 is a weak game, but i still had a good time playing it.","Well, it's a pretty decent game on it's own. I guess the main reason why this game got so many bad reviews is that it's called Flatout. Yeah, compared to the previous games, FlatOut 3 is a weak game, but i still had a good time playing it."
201075449,english,2025.06.30 19:24,❌,✅,0.5394737124,3,Terrible game. One of the worst I've played.,Terrible game. One of the worst I've played.
